index,arousal,contrast,dominance,height,hsv_itten_std_h,hsv_itten_std_s,hsv_itten_std_v,lat,long,orientation,pleasure,symmetry,width,day,hour,numAnimals,zebra
364,-0.055878107364554536,1.8025170048325168,0.5052861683075316,3672,125048.3469063066,176625.6181452736,178620.24513662126,-1.412176,36.916798,1,0.4442436183584867,8.589907666134403,4896,1,16,1,1
3640,-0.02447615231695113,1.631955187872432,0.5480651007144939,1728,75039.95553629339,96322.49822964519,59008.57198934933,-1.350584,36.803015,1,0.4783661983586411,11.722480049746926,2592,2,13,0,0
3641,-0.08663886755636542,1.536444514839308,0.5535557835722942,1728,73607.81116196536,145494.18685432075,120994.30598264626,-1.350584,36.803015,1,0.4891362430467965,14.35300039293822,2592,2,13,0,0
3642,-0.16147728683564888,1.3837293823110322,0.5725852825385228,1728,85295.32064669329,200799.6187127854,193029.8554564955,-1.350584,36.803015,1,0.5128886992335491,16.540071935298307,2592,2,13,0,0
3643,-0.07844554165129376,1.5191741517211172,0.533272546921017,1728,84878.67667965192,142228.69205754512,98832.5732415966,-1.350584,36.803015,1,0.4707289322006912,14.761221124261985,2592,2,13,0,0
3644,-0.055242987165006835,1.6273163998844329,0.5898510010972233,1728,86879.68437378723,110686.30141259576,106659.39638973317,-1.350482,36.803269,1,0.5176282003622577,14.090333719297755,2592,2,13,0,0
3645,-0.11158061393046192,1.2399931608413923,0.6043617775101071,1728,68817.14338900027,134433.03307743973,124879.89249497115,-1.350482,36.803269,1,0.5356699748235706,17.257284433635945,2592,2,13,0,0
3646,-0.08672584478849203,1.365093954955516,0.5854131709647901,1728,65989.70039500273,114296.44294552652,116460.16610650852,-1.350482,36.803269,1,0.5168132858787553,15.980359943758993,2592,2,13,0,0
3647,-0.11536818166487273,1.5420371541772109,0.5721354524197668,1728,70006.30873872884,172900.21656782273,167246.57761587302,-1.350482,36.803269,1,0.508046559247206,14.920091863018232,2592,2,13,0,0
3648,-0.1039256481848252,1.6364965694120257,0.54002272170106,1728,71490.04053984646,182611.78078864465,160295.0536070558,-1.350482,36.803269,1,0.4790514609995638,14.372364182558918,2592,2,13,0,0
365,-0.030671709180389837,1.646385157473187,0.5797526117905024,3672,88886.6290779065,113302.84596072596,108291.89859818693,-1.412283,36.917747999999996,1,0.5064854341092383,10.585360626839607,4896,1,16,0,0
3650,-0.061478071967957626,1.570356587632901,0.5964475994452341,1728,93364.93947706257,109475.00737245922,111205.79992768164,-1.350482,36.803269,1,0.5239593968119135,12.249254421028885,2592,2,13,0,0
3651,-0.0760899909200787,1.484992430265974,0.6084629005320348,1728,87403.05663832484,122824.77343760908,120603.18340003394,-1.350482,36.803269,1,0.5358055370134427,10.981564387534466,2592,2,13,0,0
3652,-0.0719854920969317,1.476300836754728,0.5897432469700628,1728,83035.81582900771,115064.81092845026,98624.16716786793,-1.350482,36.803269,1,0.5191509655355904,13.071301260191053,2592,2,13,0,0
3653,-0.10882883154956996,1.4350409936400987,0.6229644561433525,1728,79172.25209033501,139685.68413262686,146643.50220707207,-1.350482,36.803269,1,0.5515610340839004,13.018089485605,2592,2,13,0,0
3654,-0.08099675006994418,1.52535300042403,0.5927695499994425,1728,86860.89951884116,121474.9582407831,112778.81575997428,-1.350482,36.803269,1,0.5226493206294672,12.065261320450828,2592,2,13,0,0
366,0.0026279981902813665,2.0350188213291687,0.4808150282008298,3672,119988.69015244726,152057.7014925584,133719.7226963921,-1.412467,36.918684999999996,1,0.4173417613390509,6.9323582031090725,4896,1,16,2,1
367,-0.019287214270899942,2.015335491908185,0.4728910789596594,3672,118036.05533621214,146251.47492726357,134020.8147042839,-1.412518,36.918929,1,0.41257541959522337,9.011480157552453,4896,1,16,1,1
368,-0.046646807348074186,1.8230583317187758,0.5040928499999813,3672,118304.17112891669,157151.0121418249,83984.53696167331,-1.412765,36.919576,1,0.4423159962965557,7.90984649144407,4896,1,16,1,1
3684,-0.0774079126074006,1.9222711500060563,0.4635342592834415,1728,93832.3291056387,211810.95427951784,206946.16419789524,-1.37973,36.835153000000005,1,0.4100599494636745,5.0614188996398495,2592,2,13,1,1
3685,-0.08275226833261386,1.851624025355407,0.49116241470056293,1728,67018.6328286561,169572.25209685694,130969.65642807836,-1.382655,36.838931,1,0.434571394004394,8.020026994367301,2592,2,13,2,1
3686,-0.09876821730512436,1.724655713781845,0.5202092490057963,1728,65271.97740523025,183220.3073461018,126389.78340919105,-1.382819,36.838848999999996,1,0.4613452383251975,6.9429329741229715,2592,2,13,2,1
3687,-0.05594653534834528,1.9804231152100136,0.450037315256965,1728,94624.48793285784,166532.92665295952,147433.768434809,-1.383171,36.838694,1,0.3962657199416063,7.418598490358204,2592,2,13,2,1
369,0.0129074968132388,2.0180855101873583,0.4943206021034442,3672,107286.34739642631,119881.52358724842,75526.9078938096,-1.413192,36.920312,1,0.428079165174876,7.204573479788436,4896,1,16,1,1
3690,-0.03610821692281221,1.9756781240488384,0.5010026801804853,1728,151971.6075907675,163235.25396555732,113658.16362037337,-1.383307,36.838741999999996,1,0.4386147204792736,7.268390268866731,2592,2,13,2,1
3691,-0.00011729086317910364,2.0726477846753117,0.5098779027695131,1728,156871.95676747186,207424.47814180466,167440.48224236447,-1.383307,36.838741999999996,1,0.4428483636630504,6.121333579048794,2592,2,13,1,1
3692,-0.02637579867161341,2.046891707326463,0.4851725872214906,1728,120334.74525348956,173221.96566140218,161373.7319688541,-1.383307,36.838741999999996,1,0.4239264487878264,5.9500957759868704,2592,2,13,1,1
