num_images,all_bayesian_sparse,giraffes_bayesian_sparse,zebras_bayesian_sparse,all_bayesian_non_sparse,giraffes_bayesian_non_sparse,zebras_bayesian_non_sparse,all_bayesian_non_zero,giraffes_bayesian_non_zero,zebras_bayesian_non_zero,all_bayesian_abv_mean,giraffes_bayesian_abv_mean,zebras_bayesian_abv_mean,all_logistic_sparse,giraffes_logistic_sparse,zebras_logistic_sparse,all_logistic_non_sparse,giraffes_logistic_non_sparse,zebras_logistic_non_sparse,all_logistic_non_zero,giraffes_logistic_non_zero,zebras_logistic_non_zero,all_logistic_abv_mean,giraffes_logistic_abv_mean,zebras_logistic_abv_mean,all_svm_sparse,giraffes_svm_sparse,zebras_svm_sparse,all_svm_non_sparse,giraffes_svm_non_sparse,zebras_svm_non_sparse,all_svm_non_zero,giraffes_svm_non_zero,zebras_svm_non_zero,all_svm_abv_mean,giraffes_svm_abv_mean,zebras_svm_abv_mean,all_dtree_sparse,giraffes_dtree_sparse,zebras_dtree_sparse,all_dtree_non_sparse,giraffes_dtree_non_sparse,zebras_dtree_non_sparse,all_dtree_non_zero,giraffes_dtree_non_zero,zebras_dtree_non_zero,all_dtree_abv_mean,giraffes_dtree_abv_mean,zebras_dtree_abv_mean,all_random_forests_sparse,giraffes_random_forests_sparse,zebras_random_forests_sparse,all_random_forests_non_sparse,giraffes_random_forests_non_sparse,zebras_random_forests_non_sparse,all_random_forests_non_zero,giraffes_random_forests_non_zero,zebras_random_forests_non_zero,all_random_forests_abv_mean,giraffes_random_forests_abv_mean,zebras_random_forests_abv_mean,all_ada_boost_sparse,giraffes_ada_boost_sparse,zebras_ada_boost_sparse,all_ada_boost_non_sparse,giraffes_ada_boost_non_sparse,zebras_ada_boost_non_sparse,all_ada_boost_non_zero,giraffes_ada_boost_non_zero,zebras_ada_boost_non_zero,all_ada_boost_abv_mean,giraffes_ada_boost_abv_mean,zebras_ada_boost_abv_mean,all_bayesian_sparse_err,giraffes_bayesian_sparse_err,zebras_bayesian_sparse_err,all_bayesian_non_sparse_err,giraffes_bayesian_non_sparse_err,zebras_bayesian_non_sparse_err,all_bayesian_non_zero_err,giraffes_bayesian_non_zero_err,zebras_bayesian_non_zero_err,all_bayesian_abv_mean_err,giraffes_bayesian_abv_mean_err,zebras_bayesian_abv_mean_err,all_logistic_sparse_err,giraffes_logistic_sparse_err,zebras_logistic_sparse_err,all_logistic_non_sparse_err,giraffes_logistic_non_sparse_err,zebras_logistic_non_sparse_err,all_logistic_non_zero_err,giraffes_logistic_non_zero_err,zebras_logistic_non_zero_err,all_logistic_abv_mean_err,giraffes_logistic_abv_mean_err,zebras_logistic_abv_mean_err,all_svm_sparse_err,giraffes_svm_sparse_err,zebras_svm_sparse_err,all_svm_non_sparse_err,giraffes_svm_non_sparse_err,zebras_svm_non_sparse_err,all_svm_non_zero_err,giraffes_svm_non_zero_err,zebras_svm_non_zero_err,all_svm_abv_mean_err,giraffes_svm_abv_mean_err,zebras_svm_abv_mean_err,all_dtree_sparse_err,giraffes_dtree_sparse_err,zebras_dtree_sparse_err,all_dtree_non_sparse_err,giraffes_dtree_non_sparse_err,zebras_dtree_non_sparse_err,all_dtree_non_zero_err,giraffes_dtree_non_zero_err,zebras_dtree_non_zero_err,all_dtree_abv_mean_err,giraffes_dtree_abv_mean_err,zebras_dtree_abv_mean_err,all_random_forests_sparse_err,giraffes_random_forests_sparse_err,zebras_random_forests_sparse_err,all_random_forests_non_sparse_err,giraffes_random_forests_non_sparse_err,zebras_random_forests_non_sparse_err,all_random_forests_non_zero_err,giraffes_random_forests_non_zero_err,zebras_random_forests_non_zero_err,all_random_forests_abv_mean_err,giraffes_random_forests_abv_mean_err,zebras_random_forests_abv_mean_err,all_ada_boost_sparse_err,giraffes_ada_boost_sparse_err,zebras_ada_boost_sparse_err,all_ada_boost_non_sparse_err,giraffes_ada_boost_non_sparse_err,zebras_ada_boost_non_sparse_err,all_ada_boost_non_zero_err,giraffes_ada_boost_non_zero_err,zebras_ada_boost_non_zero_err,all_ada_boost_abv_mean_err,giraffes_ada_boost_abv_mean_err,zebras_ada_boost_abv_mean_err
46,3498.95652173913,37.0,3494.318181818182,3720.0,36.0,3731.0,3733.714285714286,37.0,3744.0,3395.6,40.0,3375.5,3588.2608695652175,72.0,3614.476190476191,3475.0,78.0,3462.333333333333,3407.4,73.5,3414.782608695652,3185.0,76.5,3162.72,3614.1304347826094,45.0,3567.818181818182,3435.347826086957,46.0,3513.333333333333,3498.478260869565,45.0,3452.7272727272725,3270.8148148148152,48.0,3295.96,3033.0243902439024,140.0,2918.184210526316,3294.1538461538457,213.5,3093.648648648649,3225.0,137.25,3172.8235294117653,2920.431818181818,114.0,2786.0,2924.166666666666,47.0,2905.964285714286,4347.0,132.0,4233.6,3403.08,102.0,3371.2608695652175,3465.103448275862,48.0,3357.5,3343.8461538461543,73.5,3341.25,3417.75,73.33333333333333,3483.48,3452.4,73.5,3460.695652173913,3065.5172413793102,61.33333333333334,3138.4615384615386,3.3437424933941977,79.09604519774011,-0.7588864422774505,-2.762430939226519,79.66101694915254,-7.583621683967705,-3.141278610891872,79.09604519774011,-7.958477508650519,6.198895027624311,77.40112994350282,2.6672433679354093,0.8767715589718925,59.32203389830509,-4.2236502444115,4.0055248618784525,55.932203389830505,0.16339869281046626,5.872928176795577,58.47457627118644,1.5345268542199535,12.016574585635357,56.77966101694915,8.80276816608997,0.1621426855632755,74.57627118644068,-2.8782636049072083,5.10088878212826,74.01129943502825,-1.3071895424836515,3.3569541196252755,74.57627118644068,0.44039005976722834,9.645999590750959,72.88135593220339,4.9607843137254894,16.214795849615953,20.903954802259886,15.853973168214653,9.001274968125808,-20.62146892655367,10.79444496399512,10.91160220994475,22.45762711864407,8.511432254562708,19.325087895529887,35.59322033898305,19.66551326412918,19.221915285451214,73.44632768361582,16.206335475366615,-20.082872928176794,25.423728813559322,-22.07612456747406,5.992265193370168,42.3728813559322,2.789478962940672,4.2789102686226,72.88135593220339,3.186274509803922,7.628559286017837,58.47457627118644,3.6548442906574397,5.587016574585635,58.56873822975518,-0.4463667820069209,4.629834254143644,58.47457627118644,0.210621332932151,15.317203276814633,65.34839924670433,9.50226244343891
47,3588.2608695652175,37.0,3585.2272727272725,3814.363636363637,38.0,3815.476190476191,3525.913043478261,37.0,3522.2727272727275,3350.769230769231,40.0,3327.4,3552.208333333333,75.0,3557.2727272727275,3254.4827586206898,78.0,3220.0,3267.7037037037044,76.5,3248.16,3277.8518518518517,78.0,3253.52,3757.8260869565215,46.0,3706.181818181818,3588.2608695652175,46.0,3672.761904761905,3734.2608695652175,46.0,3683.0,3273.714285714286,49.0,3288.1538461538457,3107.317073170732,144.66666666666666,2984.2105263157896,3309.6923076923076,220.5,3098.918918918919,3243.2820512820513,139.5,3182.0,2938.933333333333,114.0,2804.511627906977,2882.322580645161,49.0,2850.206896551724,4368.0,132.0,4255.2,3472.08,102.0,3443.217391304348,3564.0,48.0,3455.75,3391.615384615385,76.5,3380.625,3519.642857142857,91.66666666666669,3567.0,3391.615384615385,76.5,3380.625,3094.4827586206898,62.66666666666666,3164.615384615385,0.8767715589718925,79.09604519774011,-3.3802558456537635,-5.369161225514833,78.53107344632768,-10.019497995276552,2.5990871967331217,79.09604519774011,-1.5649575338156714,7.437314067148316,77.40112994350282,4.05420991926182,1.8726979742173195,57.6271186440678,-2.574184754115556,10.097161364069343,55.932203389830505,7.151095732410611,9.731941886638,56.77966101694915,6.339100346020765,9.451606302435033,55.932203389830505,6.184544405997694,-3.8073504684121966,74.01129943502825,-6.8679878368459635,0.8767715589718925,74.01129943502825,-5.9043225133190615,-3.1563776122988254,74.01129943502825,-6.199538638985006,9.565903709550115,72.31638418079096,5.185875255079419,14.162511790863759,18.26741996233522,13.950100163904567,8.572035699107523,-24.576271186440678,10.642476386421015,10.406573169004108,21.1864406779661,8.246828143021915,18.813996316758757,35.59322033898305,19.131729299106773,20.377829263945827,72.31638418079096,17.814103328958357,-20.662983425414364,25.423728813559322,-22.69896193771626,4.086187845303869,42.3728813559322,0.7146080938769324,1.5469613259668507,72.88135593220339,0.35322952710495964,6.3089672758180875,56.77966101694915,2.519463667820069,2.772296764009478,48.210922787193965,-2.8546712802768166,6.3089672758180875,56.77966101694915,2.519463667820069,14.517050866831774,64.59510357815444,8.748114630467555
48,3552.0,38.0,3539.4347826086955,3763.4347826086964,38.0,3758.5454545454545,3599.217391304348,38.0,3590.909090909091,3325.0,40.0,3298.4615384615386,3593.52,75.0,3592.1739130434785,3320.0,78.0,3287.037037037037,3356.5925925925926,102.0,3315.6,3386.785714285714,104.0,3335.1923076923076,3735.083333333334,46.0,3678.782608695652,3652.0,47.0,3722.727272727273,3740.625,46.0,3684.521739130435,3291.6206896551726,49.0,3299.962962962963,3164.5853658536585,168.0,3020.815789473684,3193.714285714286,220.5,2985.0,3161.609756097561,144.0,3079.135135135135,2961.822222222222,116.0,2823.302325581395,2964.0,49.0,2930.0,4351.545454545455,135.0,4228.571428571428,3384.333333333333,112.0,3324.88,3469.935483870968,48.0,3455.310344827586,3206.666666666666,78.0,3164.107142857143,3611.892857142857,93.33333333333331,3658.56,3294.827586206897,78.0,3258.666666666666,3093.566666666666,80.0,3128.0,1.878453038674033,78.53107344632768,-2.059826488140009,-3.9622868123949284,78.53107344632768,-8.37789661319073,0.5741052125870723,78.53107344632768,-3.5440914333647924,8.14917127071823,77.40112994350282,4.888652293496581,0.7314917127071827,57.6271186440678,-3.5805626598465534,8.287292817679557,55.932203389830505,5.2180785168097765,7.276447718436668,42.3728813559322,4.394463667820072,6.442383583267563,41.24293785310734,3.8295182326324215,-3.1790976058932023,74.01129943502825,-6.077929893184891,-0.8839779005524862,73.44632768361582,-7.3450770682604665,-3.3321823204419885,74.01129943502825,-6.243418083345876,9.071251666984184,72.31638418079096,4.845358622751931,12.580514755423799,5.084745762711864,12.89458507861349,11.77584846093133,-24.576271186440678,13.92733564013841,12.66271391995688,18.64406779661017,11.212943046853086,18.181706568446902,34.463276836158194,18.58989833963682,18.121546961325965,72.31638418079096,15.513264129181085,-20.20843797086892,23.728813559322035,-21.931125391333,6.510128913443839,36.72316384180791,4.1268742791234105,4.145428622348955,72.88135593220339,0.36590701189198244,11.418047882136296,55.932203389830505,8.762769813807868,0.22395422257301426,47.2693032015066,-5.494809688581313,8.982663364450353,55.932203389830505,6.036139946174566,14.542357274401486,54.80225988700565,9.803921568627452
49,3457.2,40.0,3440.0,3666.6,39.0,3645.916666666666,3607.5,40.0,3595.1739130434785,3394.555555555556,40.0,3368.615384615385,3465.8518518518517,100.0,3422.4,3287.9,78.0,3250.285714285714,3370.714285714286,102.0,3325.3076923076924,3454.5,106.0,3399.0,3699.2,46.0,3639.375,3618.0,47.0,3678.782608695652,3802.25,46.0,3747.1304347826094,3273.6,49.0,3276.142857142857,3252.857142857143,173.33333333333337,3097.2564102564097,3209.1627906976746,224.0,2995.317073170732,3258.536585365853,148.5,3169.567567567568,3003.8,118.0,2860.8837209302324,3046.71875,50.0,3009.0,4159.166666666667,138.0,4024.695652173913,3274.5517241379307,114.0,3198.962962962963,3587.1612903225805,50.0,3576.103448275862,3216.5161290322585,104.0,3148.827586206897,3451.333333333333,95.0,3466.666666666666,3301.866666666667,104.0,3239.25,3139.2,80.0,3176.4074074074074,4.497237569060778,77.40112994350282,0.8073817762399077,-1.2872928176795555,77.96610169491525,-5.13023836985773,0.34530386740331487,77.40112994350282,-3.6670678501579723,6.22774708410066,77.40112994350282,2.8657616892910838,4.258236136689178,43.50282485875706,1.3148788927335615,9.174033149171267,55.932203389830505,6.277805239742958,6.886345698500392,42.3728813559322,4.114541744299528,4.571823204419889,40.112994350282484,1.9896193771626298,-2.187845303867398,74.01129943502825,-4.9416089965397925,0.055248618784530384,73.44632768361582,-6.077929893184891,-5.0345303867403315,74.01129943502825,-8.048743794192891,9.569060773480665,72.31638418079096,5.5322128851540695,10.1420678768745,2.0715630885122196,10.69041492916927,11.349094179622247,-26.55367231638418,13.629842180774745,9.98517719983831,16.10169491525424,8.605318120889045,17.022099447513806,33.333333333333336,17.506236420696876,15.83649861878453,71.75141242937853,13.23529411764706,-14.894106813996324,22.033898305084744,-16.05235444561456,9.542770051438378,35.59322033898305,7.7577000299030265,0.9071466761718093,71.75141242937853,-3.1171697888080123,11.145963286401697,41.24293785310734,9.203356799109077,4.6593001841620705,46.32768361581921,0.0384467512495369,8.78821362799263,41.24293785310734,6.596020761245675,13.28176795580111,54.80225988700565,8.4080909052074
50,3484.0,42.0,3452.68,3672.807692307693,40.0,3643.2,3473.3461538461543,42.0,3442.56,3395.0,44.0,3346.2962962962956,3537.925925925926,100.0,3497.24,3334.933333333333,78.0,3298.75,3411.5714285714284,104.0,3362.730769230769,3538.75,106.0,3485.5769230769233,3759.28,47.0,3694.666666666666,3525.925925925926,48.0,3560.4,3731.84,47.0,3667.5,3232.0967741935488,50.0,3247.4482758620693,3319.1190476190477,173.33333333333337,3164.4615384615386,3278.6046511627906,224.0,3065.0,3156.837209302325,148.5,3058.3076923076924,2873.75,118.0,2731.8478260869565,3150.125,51.0,3109.6,4075.72,184.0,3914.25,3192.0,114.0,3108.0,3526.5151515151515,53.0,3487.903225806452,3229.1875,104.0,3160.0,3565.5333333333333,98.33333333333331,3575.666666666666,3311.709677419354,104.0,3247.1724137931037,3077.78125,81.66666666666667,3093.5172413793102,3.756906077348066,76.27118644067797,0.4417531718569828,-1.4587760305992494,77.40112994350282,-5.051903114186846,4.051211219719495,76.27118644067797,0.733564013840832,6.215469613259668,75.14124293785311,3.509334016831153,2.267239615305909,43.50282485875706,-0.8431372549019545,7.874769797421742,55.932203389830505,4.880334486735871,5.757695343330705,41.24293785310734,3.0354449472096583,2.2444751381215466,40.112994350282484,-0.5068316919528063,-3.8475138121547015,73.44632768361582,-6.535947712418284,2.5987313280130913,72.88135593220339,-2.664359861591698,-3.089502762430943,73.44632768361582,-5.752595155709343,10.715558723935116,71.75141242937853,6.359622956687737,8.311628518810837,2.0715630885122196,8.752550794073283,9.430810741359377,-26.55367231638418,11.620530565167243,12.794552229217542,16.10169491525424,11.81350368201579,20.6146408839779,33.333333333333336,21.226994634170804,12.979972375690608,71.1864406779661,10.334486735870822,-12.588950276243088,-3.9548022598870056,-12.867647058823529,11.823204419889501,35.59322033898305,10.380622837370243,2.582454378034489,70.05649717514125,-0.5739107787327611,10.79592541436464,41.24293785310734,8.881199538638985,1.5046040515653782,44.44444444444446,-3.1045751633986756,8.516307253609,41.24293785310734,6.367577456946259,14.978418508287291,53.86064030131826,10.798234100942611
51,3562.1538461538457,42.0,3531.6,3763.615384615385,40.0,3735.2,3567.115384615385,42.0,3537.6,3354.1379310344832,45.0,3298.392857142857,3524.857142857143,100.0,3479.0,3273.193548387097,78.0,3232.1379310344832,3514.4285714285716,106.0,3462.615384615385,3600.0,106.0,3548.9230769230767,3435.285714285714,49.0,3377.1851851851848,3523.9285714285716,53.0,3525.0,3435.285714285714,49.0,3377.1851851851848,3354.903225806452,52.0,3363.1724137931037,3184.2391304347825,176.0,3018.3488372093025,3380.0,231.0,3155.512195121951,2984.808510638298,150.75,2867.953488372093,2950.333333333333,122.0,2798.95652173913,3073.2352941176473,76.5,3006.09375,3730.821428571429,188.0,3565.0,3247.548387096774,150.0,3128.4137931034484,3615.090909090909,81.0,3552.967741935484,3230.393939393939,106.0,3153.7741935483873,3557.5806451612902,100.0,3554.5714285714284,3310.125,106.0,3237.6,3182.5,83.33333333333333,3198.5172413793102,1.5979600509987364,76.27118644067797,-1.8339100346020736,-3.9672758181045635,77.40112994350282,-7.704728950403686,1.4609009774755466,76.27118644067797,-2.006920415224911,7.3442560487711805,74.57627118644068,4.890632723677714,2.6282557221783667,43.50282485875706,-0.31718569780853517,9.580288718588479,55.932203389830505,6.801097721035662,2.9163378058405645,40.112994350282484,0.15526572619996512,0.5524861878453038,40.112994350282484,-2.3334220566054404,5.1026045777427,72.31638418079096,2.618650946217279,2.653906866614045,70.05649717514125,-1.643598615916955,5.1026045777427,72.31638418079096,2.618650946217279,7.323115309214028,70.62146892655367,3.0227100982380706,12.037593081912084,0.5649717514124294,12.96571980365333,6.6298342541436455,-30.508474576271187,9.010605676991027,17.546726225461384,14.830508474576272,17.302379228025,18.49907918968693,31.073446327683616,19.29191113785669,15.10399740006499,56.77966101694915,13.319096020761245,-3.0613654301499693,-6.214689265536723,-2.7970011534025376,10.288718588486901,15.254237288135593,9.791989818239667,0.13561024610748595,54.23728813559322,-2.4500502288201815,10.762598359283452,40.112994350282484,9.06072106261859,1.7242915701301034,43.50282485875706,-2.4962926347009353,8.560082872928175,40.112994350282484,6.643598615916957,12.08563535911602,52.919020715630886,7.770552440042957
52,3562.444444444445,46.0,3509.3076923076924,3614.642857142857,80.0,3553.8148148148152,3635.384615384615,44.0,3596.4,3397.4827586206898,45.0,3342.0714285714284,3610.142857142857,106.0,3561.230769230769,3343.548387096774,108.0,3272.4137931034484,3427.7,110.0,3354.75,3771.857142857143,108.0,3718.1538461538457,3539.857142857143,98.0,3457.1111111111113,3387.2,81.0,3368.5714285714284,3436.9310344827586,73.5,3451.888888888889,3391.935483870968,53.0,3396.1724137931037,3271.304347826087,181.33333333333331,3096.186046511628,3442.372093023256,234.5,3211.317073170732,2940.0,167.5,2804.444444444445,2849.137254901961,124.0,2695.714285714286,2992.916666666666,78.0,2916.0,3912.571428571429,196.0,3733.333333333334,3372.967741935484,150.0,3254.896551724138,3590.529411764706,82.5,3520.0,3311.5151515151515,106.0,3235.7419354838707,3531.125,100.0,3519.9310344827586,3393.65625,106.0,3322.166666666666,3159.333333333333,83.33333333333333,3168.733333333333,1.5899324739103646,74.01129943502825,-1.1911099281341515,0.147987371744285,54.80225988700565,-2.474475629031581,-0.4249893752656019,75.14124293785311,-3.7024221453287223,6.14688512097542,74.57627118644068,3.6311583456912215,0.27229676400947833,40.112994350282484,-2.688315145062545,7.636784886829442,38.983050847457626,5.63974068329157,5.312154696132601,37.85310734463277,3.2655709342560555,-4.194948697711135,38.983050847457626,-7.213202022890592,2.213891081294389,44.632768361581924,0.3139818018710694,6.4309392265193415,54.23728813559322,2.867029164607023,5.057153743570204,58.47457627118644,0.46456491093168567,6.3001247549456405,70.05649717514125,2.071153004812465,9.632476579389861,-2.448210922787183,10.721278935650869,4.906848259026072,-32.48587570621469,7.401468478352599,18.78453038674033,5.367231638418079,19.13366653851082,21.294550969559083,29.943502824858758,22.26890756302521,17.32274401473298,55.932203389830505,15.916955017301039,-8.082083662194167,-10.734463276836157,-7.650903498654381,6.824095526644091,15.254237288135593,6.144851449707667,0.814104647383816,53.389830508474574,-1.4994232987312572,8.521680897371505,40.112994350282484,6.69717602410984,2.455110497237569,43.50282485875706,-1.4974346736666264,6.2525897790055245,40.112994350282484,4.205113417916204,12.725598526703507,52.919020715630886,8.62937331795464
53,3718.0,46.0,3664.6923076923076,3563.4827586206898,80.0,3500.714285714286,3567.555555555556,44.0,3525.115384615385,3429.1612903225805,49.0,3350.0,3568.9655172413795,110.0,3504.0,3362.903225806452,110.0,3287.5172413793102,3498.6,110.0,3427.0,3721.172413793103,112.0,3650.370370370369,3549.310344827586,100.0,3537.925925925926,3473.066666666666,81.0,3457.0714285714284,3539.2413793103447,100.0,3527.333333333333,3296.4545454545455,79.5,3268.4193548387098,3320.347826086957,181.33333333333331,3145.302325581395,3541.139534883721,238.0,3303.9512195121947,3044.0408163265306,175.0,2896.8,2782.830188679245,128.0,2623.019607843137,3134.222222222222,104.0,3038.8235294117653,3971.785714285714,200.0,3786.481481481481,3537.870967741936,150.0,3421.5172413793102,3781.617647058824,112.0,3687.875,3237.8285714285716,118.0,3127.2727272727275,3387.3529411764707,103.33333333333331,3349.677419354838,3312.7352941176473,118.0,3204.84375,3110.342857142857,85.0,3103.03125,-2.707182320441989,74.01129943502825,-5.6716351699050644,1.5612497618593986,54.80225988700565,-0.943318503872139,1.4487415592387813,75.14124293785311,-1.6469257386212575,5.2717875601497095,72.31638418079096,3.402537485582468,1.4097923413983555,37.85310734463277,-1.0380622837370241,7.102120834075906,37.85310734463277,5.204231794137536,3.3535911602209967,37.85310734463277,1.182237600922722,-2.79481806058295,36.72316384180791,-5.258661198684229,1.9527529053153023,43.50282485875706,-2.016318509974801,4.0589318600368465,54.23728813559322,0.31512605042017183,2.230901124023628,43.50282485875706,-1.7108804306036052,8.93771973882471,55.08474576271186,5.754920564051045,8.277684362238757,-2.448210922787183,9.305007912877882,2.1784658871900304,-34.463276836158194,4.730356992151248,15.910474687112414,1.1299435028248588,16.470588235294112,23.126237881788807,27.683615819209038,24.365063210982214,13.419275629220381,41.24293785310734,12.375330755139409,-9.717837411207574,-12.994350282485875,-9.183433722072689,2.2687577971840867,15.254237288135593,1.3403332935608352,-4.464575885602869,36.72316384180791,-6.340109573241061,10.557221783741113,33.333333333333336,9.824892523854455,6.426714332141692,41.619585687382305,3.411839118949305,8.487975300617478,33.333333333333336,7.588127162629758,14.078926598263614,51.9774011299435,10.523897058823529
54,3919.285714285714,96.0,3825.0,3522.4,82.0,3477.310344827586,3578.689655172414,92.0,3495.535714285714,3512.193548387097,100.0,3404.8,3554.7,110.0,3485.535714285714,3542.709677419354,112.0,3464.5517241379307,3552.266666666667,112.0,3476.785714285714,3680.0,112.0,3604.714285714286,3583.758620689656,100.0,3573.333333333333,3430.6451612903224,108.0,3386.0689655172414,3603.0344827586214,100.0,3592.777777777778,3211.7714285714287,79.5,3175.151515151515,3229.333333333333,184.0,3048.0,3593.93023255814,238.0,3355.9024390243903,3051.02,175.0,2902.5,2812.8113207547167,128.0,2652.0588235294117,3182.2702702702704,112.0,3076.342857142857,3909.586206896552,204.0,3720.214285714286,3312.4,152.5,3180.606060606061,3883.0,142.5,3765.125,3345.6,120.0,3230.3030303030305,3349.542857142857,103.33333333333331,3305.8125,3423.5,120.0,3310.9375,3146.805555555556,86.66666666666669,3131.2727272727275,-8.267561168113652,45.76271186440678,-10.294117647058824,2.69613259668508,53.67231638418079,-0.26846438372508796,1.141169746618399,48.0225988700565,-0.7939940682155197,2.978078773837098,43.50282485875706,1.822376009227215,1.803867403314922,37.85310734463277,-0.505643433844124,2.1350917839957404,36.72316384180791,0.09943125323152523,1.871086556169423,36.72316384180791,-0.25333662876915286,-1.6574585635359114,36.72316384180791,-3.9421651013346533,1.0011430748713868,43.50282485875706,-3.037293348712025,5.230796649438606,38.983050847457626,2.3624865767808134,0.46866069727565246,43.50282485875706,-3.5979751377675266,11.277032359905283,55.08474576271186,8.444304638076268,10.791896869244944,-3.9548022598870056,12.110726643598616,0.7201593215983486,-34.463276836158194,3.232340281880325,15.71767955801105,1.1299435028248588,16.30622837370242,22.298029813405616,27.683615819209038,23.5277155845037,12.091981484246672,36.72316384180791,11.293458559894546,-7.999618975042875,-15.254237288135593,-7.2726149283242725,8.49723756906077,13.841807909604519,8.287022473873675,-7.265193370165745,19.491525423728813,-8.567618223760093,7.580110497237571,32.20338983050848,6.854007200027956,7.471191791633784,41.619585687382305,4.676686851211072,5.42817679558011,32.20338983050848,4.528907151095733,13.07166973603436,51.03578154425611,9.709552270105897
55,3955.714285714286,98.0,3855.7037037037044,3460.6451612903224,82.0,3413.866666666667,3633.6551724137926,96.0,3540.5,3560.0,102.0,3447.6,3502.2580645161293,112.0,3424.1379310344832,3595.8064516129034,116.0,3508.4482758620693,3490.0,112.0,3410.5172413793102,3756.666666666666,116.0,3672.6785714285716,3712.5172413793102,104.0,3694.518518518519,3474.193548387097,110.0,3426.6206896551726,3677.586206896552,100.0,3669.555555555556,3245.7714285714287,79.5,3209.818181818182,3164.38,184.0,2982.127659574468,3579.5454545454545,241.5,3337.476190476191,3067.058823529412,177.5,2913.191489361702,2776.0,132.0,2608.301886792453,3171.2105263157896,112.0,3064.333333333333,3811.7419354838707,204.0,3623.2,3410.514285714285,152.5,3279.2727272727275,3859.714285714286,142.5,3739.2424242424236,3291.6756756756763,124.0,3162.714285714286,3262.162162162162,103.33333333333331,3207.7941176470586,3363.555555555556,124.0,3236.470588235294,3067.5263157894733,88.33333333333331,3036.342857142857,-9.273875295974744,44.632768361581924,-11.179460891110276,4.40206736767065,53.67231638418079,1.5609381007304848,-0.37721470756333064,45.76271186440678,-2.0905420991926182,1.6574585635359114,42.3728813559322,0.5882352941176496,3.252539654250573,36.72316384180791,1.2647655411048662,0.6683300659418949,34.463276836158194,-1.166328600405689,3.591160220994475,36.72316384180791,1.6575189913693704,-3.7753222836095595,34.463276836158194,-5.901919591365962,-2.5557248999809454,41.24293785310734,-6.531675851168372,4.027802530743175,37.85310734463277,1.1931750387781848,-1.5907791960373503,43.50282485875706,-5.811867230552368,10.337805840568267,55.08474576271186,7.444689105588755,12.586187845303863,-3.9548022598870056,14.010159758521684,1.1175288799598202,-36.440677966101696,3.7636623276761587,15.274618134546625,-0.2824858757062147,15.997938599720236,23.314917127071823,25.423728813559322,24.789449631128807,12.397499273044485,36.72316384180791,11.639753940792012,-5.296738549278197,-15.254237288135593,-4.4752018454440545,5.7868981846882575,13.841807909604519,5.441962881409243,-6.621941594317287,19.491525423728813,-7.821292509873805,9.069732716141537,29.943502824858758,8.802932937881033,9.885023144691655,41.619585687382305,7.50305312436394,7.08410067526088,29.943502824858758,6.6761652757989,15.261703983716206,50.09416195856875,12.446861097380129
56,3890.0689655172414,98.0,3788.571428571429,3526.5806451612902,86.0,3470.0,3773.793103448276,96.0,3680.357142857143,3562.59375,106.0,3438.8064516129034,3557.8064516129034,112.0,3480.2758620689656,3592.3125,116.0,3501.1,3598.322580645161,114.0,3515.4482758620693,3825.066666666666,116.0,3742.1785714285716,3714.833333333334,104.0,3691.4285714285716,3578.225806451613,112.0,3527.586206896552,3725.166666666666,104.0,3702.285714285714,3307.2,85.5,3254.181818181818,3142.3921568627447,189.33333333333331,2965.416666666666,3637.159090909091,245.0,3389.0476190476197,3043.0,177.5,2901.75,2796.0,136.0,2619.6296296296296,3143.9743589743593,118.0,3022.2972972972966,3741.125,220.0,3543.548387096774,3446.583333333333,155.0,3308.470588235294,3916.8,145.0,3791.0,3212.8205128205127,128.0,3073.3783783783783,3304.45945945946,106.66666666666669,3241.8823529411766,3278.5263157894733,128.0,3140.277777777778,3081.794871794872,95.0,3038.75,-7.460468660697275,44.632768361581924,-9.243697478991606,2.5806451612903243,51.41242937853107,-0.05767012687427912,-4.248428272051818,45.76271186440678,-6.1233316856154305,1.5858080110497237,40.112994350282484,0.8417978196971337,1.7180538228479723,36.72316384180791,-0.35397526150419784,0.7648480662983425,34.463276836158194,-0.9544405997693168,0.5988237390839504,35.59322033898305,-1.368174044465666,-5.664825046040501,34.463276836158194,-7.905956500247162,-2.6197053406998325,41.24293785310734,-6.442577030812329,1.1539832471930067,36.72316384180791,-1.7181720558406022,-2.905156537753206,41.24293785310734,-6.755643433844124,8.640883977900558,51.69491525423729,6.1654608367411186,13.193586826996,-6.967984934086618,14.492022299115742,-0.47400803616273457,-38.4180790960452,2.2765969132750947,15.939226519337016,-0.2824858757062147,16.327854671280278,22.76243093922652,23.163841807909606,24.46281344781922,13.149879586343664,33.333333333333336,12.851865706537007,-3.3459944751381214,-24.293785310734464,-2.1784425345090583,4.79051565377533,12.429378531073446,4.600040708324852,-8.198895027624314,18.07909604519774,-9.313725490196079,11.248052132030034,27.683615819209038,11.378939493126346,8.716589517694473,39.73634651600752,6.520116697197907,9.43297470194825,27.683615819209038,9.449891067538125,14.867544978042208,46.32768361581921,12.377450980392156
